Index	Title	Pmid	PubYear	LastAuthor	ArticleID	TableID	NeuronName	NeuronLongName	BrainRegion	MetadataCurated	Species	Strain	ElectrodeType	PrepType	JxnPotential	JxnOffset	RecTemp	AnimalAge	AnimalWeight	FlagSoln	ExternalSolution	ExternalSolution_conf	external_0_Mg	external_0_Ca	external_0_Na	external_0_Cl	external_0_K	external_0_pH	InternalSolution	InternalSolution_conf	internal_0_Mg	internal_0_Ca	internal_0_Na	internal_0_Cl	internal_0_K	internal_0_pH	input resistance	resting membrane potential	spike threshold	spike amplitude	spike half-width	membrane time constant	AHP amplitude	spike width	cell capacitance	AHP duration	rheobase	firing frequency	sag ratio	adaptation ratio	fast AHP amplitude	spike peak	maximum firing rate	spontaneous firing rate	other	FI slope	first spike latency	slow AHP amplitude	spike max rise slope	ADP amplitude	sag amplitude	spike max decay slope	spike rise time	spike decay time	fast AHP duration	access resistance	cell diameter	slow AHP duration	medium AHP amplitude	cell surface area	medium AHP duration	ADP duration
0	TRPA1 channels mediate cold temperature sensing in mammalian vagal sensory neurons: pharmacological and genetic evidence.	18667618	2008	Viana F	35847	2042.0	DRG temperature cell			False	Rats, Mice	C57BL, Sprague-Dawley	Patch-clamp	cell culture							Only cells showing a calcium increase to 30 mm KCl were included in the analysis.	4.0		30.0		30.0	30.0		Standard patch pipettes (5–7 MΩ) were made of borosilicate glass capillaries (Harvard Apparatus) and contained 105 mm K gluconate, 35 mm KCl, 10 mm NaCl, 10 mm HEPES, 0.1 mm EGTA, and 2 mg/ml amphotericin B, pH 7.4.	3.0			10.0	45.0	35.0	7.4	340.0	-56.0	-42.0	98.0	1.0						52.0																									
1	TRPA1 channels mediate cold temperature sensing in mammalian vagal sensory neurons: pharmacological and genetic evidence.	18667618	2008	Viana F	35847	2042.0	Dorsal root ganglion cell			False	Rats, Mice	C57BL, Sprague-Dawley	Patch-clamp	cell culture							Only cells showing a calcium increase to 30 mm KCl were included in the analysis.	4.0		30.0		30.0	30.0		Standard patch pipettes (5–7 MΩ) were made of borosilicate glass capillaries (Harvard Apparatus) and contained 105 mm K gluconate, 35 mm KCl, 10 mm NaCl, 10 mm HEPES, 0.1 mm EGTA, and 2 mg/ml amphotericin B, pH 7.4.	3.0			10.0	45.0	35.0	7.4	317.0	-56.0	-43.0	101.0	1.19						58.0																									
467	Paradoxical sleep deprivation impairs spatial learning and affects membrane excitability and mitochondrial protein in the hippocampus.	18674519	2008	Chen JY	80564	23076.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Corrected		26.0		190.0		ACSF) containing (in millimolars): 124 NaCl, 2.5 KCl, 1.2 NaH2PO4, 1.0 MgCl2, 2.0 CaCl2, 25 NaHCO3, 10 Glucose. Slices were maintained in ACSF at 28 °C for at least 1 h before being moved into the recording chamber. During the recordings, the slices were kept submerged in a chamber perfused with ACSF. In the experiments, the ACSF was saturated with 95% O2/5% CO2	5.0	1.0	2.0	150.2	132.5	2.5		Whole-cell recordings were obtained from pyramidal cells using recording pipettes with a resistance of 4–7 MΩ. Patch pipettes were filled with a solution containing (in millimolars): 140 potassium gluconate, 10 HEPES, 10 phosphocreatine sodium salt, 2 ATP sodium salt, 0.4 GPT sodium salt and 2 MgCl2. 	5.0	2.0		42.4	4.0	140.0			-66.4	-46.5	79.9	1.2						37.7					33.9			92.3																	
772	Excitatory effects of low-level lead exposure on action potential firing of pyramidal neurons in CA1 region of rat hippocampal slices.	18683240	2008	Ruan DY	3507	15612.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	False	Rats	Wistar	Patch-clamp	in vitro			25.0				The brain was quickly removed and chilled in ice-cold oxygenated artificial cerebrospinal fluid (ACSF) with 95% O2-% CO2, which had the following composition (in mM): NaCl 124, NaHCO3 24, KCl 3, NaH2PO4 1.25, CaCl2 2, MgCl2 1.5, and d-glucose 10.	0.0	1.5	2.0	149.25	134.0	3.0		The pipette solution consisted of: 130 mM potassium gluconate, 10 mM HEPES, 2 mM MgCl2, 0.1 μM CaCl2, 2.54 mM ATP disodium, pH 7.25k, at room temperature (adjusted with KOH).	4.0	2.0	0.1	2.54	4.2	130.0	7.25	291.0		-47.7	88.0				2.04																			0.7									
773	Excitatory effects of low-level lead exposure on action potential firing of pyramidal neurons in CA1 region of rat hippocampal slices.	18683240	2008	Ruan DY	3507	15612.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	False	Rats	Wistar	Patch-clamp	in vitro			25.0				The brain was quickly removed and chilled in ice-cold oxygenated artificial cerebrospinal fluid (ACSF) with 95% O2-% CO2, which had the following composition (in mM): NaCl 124, NaHCO3 24, KCl 3, NaH2PO4 1.25, CaCl2 2, MgCl2 1.5, and d-glucose 10.	0.0	1.5	2.0	149.25	134.0	3.0		The pipette solution consisted of: 130 mM potassium gluconate, 10 mM HEPES, 2 mM MgCl2, 0.1 μM CaCl2, 2.54 mM ATP disodium, pH 7.25k, at room temperature (adjusted with KOH).	4.0	2.0	0.1	2.54	4.2	130.0	7.25	206.0		-47.8	83.6				2.23																			0.71									
469	Failure to mount adaptive responses to stress results in dysregulation and cell death in the midbrain raphe.	18701679	2008	Bale TL	35839	2038.0	Other	Ventromedial dorsal raphe non-serotonergic neuron		True	Mice	C57BL, Other	Patch-clamp	in vitro	Unreported		22.0	82.8251169634			aCSF was composed of the following (in mm): 124 NaCl, 2.5 KCl, 1.25 NaH2PO4, 2.0 MgSO4, 2.5 CaCl2, 10 dextrose, and 26 NaHCO3.	5.0	2.0	2.5	151.25	131.5	2.5		For recordings, electrode resistance was 3–6 MΩ when filled with an intracellular solution composed of the following (in mm): 70 K-gluconate, 70 KCl, 2 NaCl, 10 Na-phosphocreatine, 4 EGTA, 10 HEPES, 2 MgATP, and 0.3 Na2GTP, with 0.1% biocytin, pH 7.3.	5.0	2.0		42.6	72.0	140.0	7.3	464.0	-60.9	-24.2	48.5		37.8	24.0	1.5								21.0																				
470	Failure to mount adaptive responses to stress results in dysregulation and cell death in the midbrain raphe.	18701679	2008	Bale TL	35839	2038.0	Other	Ventromedial dorsal raphe serotonergic neuron		True	Mice	C57BL, Other	Patch-clamp	in vitro	Unreported		22.0	8.0			aCSF was composed of the following (in mm): 124 NaCl, 2.5 KCl, 1.25 NaH2PO4, 2.0 MgSO4, 2.5 CaCl2, 10 dextrose, and 26 NaHCO3.	5.0	2.0	2.5	151.25	131.5	2.5		For recordings, electrode resistance was 3–6 MΩ when filled with an intracellular solution composed of the following (in mm): 70 K-gluconate, 70 KCl, 2 NaCl, 10 Na-phosphocreatine, 4 EGTA, 10 HEPES, 2 MgATP, and 0.3 Na2GTP, with 0.1% biocytin, pH 7.3.	5.0	2.0		42.6	72.0	140.0	7.3	447.1	-61.3	-28.0	50.0		39.1	26.2	1.8								22.0																				
402	Distinct deep short-axon cell subtypes of the main olfactory bulb provide novel intrabulbar and extrabulbar GABAergic connections.	18701684	2008	Nusser Z	35838		Olfactory bulb (main) Blanes cell		Olfactory areas	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		32.5	34.292856399											For current-clamp experiments, a potassium gluconate-based intracellular solution was used [containing (in mm) 120 K-gluconate, 5 KCl, 2 MgCl2, 0.05 EGTA, 10 HEPES, 2 Mg-ATP, 0.4 Mg-GTP, 10 creatinine phosphate, and 8 biocytin, pH 7.33, osmolarity 270–290 mOsm].	3.0	4.4			9.0	125.0	7.33	160.8		-39.8	62.1	0.53	13.5																														
810	Electrical properties of interneurons found within the trigeminal motor nucleus.	18783374	2008	Kolta A	76134	19428.0	Trigeminal nucleus intrinsic cell	Trigeminal motor nucleus fusiform glutamatergic, GABAergic and glycinergic axonal projecting interneurons		True	Rats	Sprague-Dawley	Patch-clamp	in vivo	Unreported		20.0	8.36660026534			oxygenated (mixture of 95% O2 and 5% CO2) ACSF (in mm: NaCl, 125; KCl, 3; KH2PO4, 1.25; MgSO4, 1.3; CaCl2, 2.4; NaHCO3, 20; d-glucose, 10	5.0	1.3	2.4	145.0	132.8	4.25		filled with an aqueous solution (composition in mm: K-gluconate, 140; NaCl, 5; MgCl2, 2; Hepes, 10; EGTA, 0.5; ATP, 2; GTP, 0.4) containing 1% biocytin (Sigma)	5.0	2.0		5.0	9.0	140.0		667.0	-59.0	-38.0	76.0			7.6	3.3		272.0																										
811	Electrical properties of interneurons found within the trigeminal motor nucleus.	18783374	2008	Kolta A	76134	19428.0	Trigeminal nucleus motor neuron			True	Rats	Sprague-Dawley	Patch-clamp	in vivo	Unreported		20.0	8.36660026534			oxygenated (mixture of 95% O2 and 5% CO2) ACSF (in mm: NaCl, 125; KCl, 3; KH2PO4, 1.25; MgSO4, 1.3; CaCl2, 2.4; NaHCO3, 20; d-glucose, 10	5.0	1.3	2.4	145.0	132.8	4.25		filled with an aqueous solution (composition in mm: K-gluconate, 140; NaCl, 5; MgCl2, 2; Hepes, 10; EGTA, 0.5; ATP, 2; GTP, 0.4) containing 1% biocytin (Sigma)	5.0	2.0		5.0	9.0	140.0		118.0	-59.0	-37.0	73.0			9.3	2.1		137.0																										
164	Cannabinoid receptors in the bed nucleus of the stria terminalis control cortical excitation of midbrain dopamine cells in vivo.	18923026	2008	Georges F	57457	10856.0	BNST common spiny neuron		Pallidum	True	Rats	Sprague-Dawley	Sharp	in vivo	Unreported			63.0	287.5																									0.74										10.5																		
196	Cannabinoid receptors in the bed nucleus of the stria terminalis control cortical excitation of midbrain dopamine cells in vivo.	18923026	2008	Georges F	57457	10856.0	Ventral tegmental area dopamine neuron		Midbrain	True	Rats	Sprague-Dawley	Sharp	in vivo	Unreported			63.0	287.5																									1.25										2.8																		
294	Fos regulates neuronal activity in the nucleus accumbens.	18938216	2008	Xu M	84405	25989.0	Nucleus accumbens medium spiny neuron		Striatum	True	Mice		Patch-clamp	in vitro	Unreported		34.0	98.0			ACSF	5.0							atch pipettes (3–5 MΩ) were filled with an internal solution [5] and used for current-clamp recording in visually identified medium spiny neurons in the NAc using differential interference contrast microscopy 	5.0							128.65	-79.02	-33.93	74.86	1.09		13.51				290.0																									
154	Neonatal neuronal circuitry shows hyperexcitable disturbance in a mouse model of the adult-onset neurodegenerative disease amyotrophic lateral sclerosis.	18945894	2008	Bellingham MC	30036	9829.0	Hypoglossal nucleus motor neuron		Medulla	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Corrected		22.0	6.32455532034			Recording artificial CSF (ACSF) contained the following (in mm): 130 NaCl, 26 NaHCO3, 1.25 NaH2PO4, 3 KCl, 10 glucose, 2 CaCl2, and 1–4 MgCl2, bubbled with 95% O2/5% CO2, pH 7.35.	4.0	2.5	2.0	157.25	142.0	3.0	7.35	For recording action potential (AP) firing and voltage-dependent currents, a K gluconate-based internal solution was used, containing the following (in mm): 17.5 KCl, 122.5 K gluconate, 9 NaCl, 1 MgCl2, 10 HEPES, 0.2 EGTA, 3 MgATP, and 0.3 GTP-Tris.	3.0	4.0		9.0	28.5	17.5		111.0	-59.0	-38.0	69.0	1.6		27.0	3.7																												
653	Neonatal neuronal circuitry shows hyperexcitable disturbance in a mouse model of the adult-onset neurodegenerative disease amyotrophic lateral sclerosis.	18945894	2008	Bellingham MC	30036	9830.0	Superior colliculus superficial layer neuron	stratum griseum superficiale of superior colliculus interneuron	Midbrain	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Corrected		22.0	6.32455532034			Recording artificial CSF (ACSF) contained the following (in mm): 130 NaCl, 26 NaHCO3, 1.25 NaH2PO4, 3 KCl, 10 glucose, 2 CaCl2, and 1–4 MgCl2, bubbled with 95% O2/5% CO2, pH 7.35.	4.0	2.5	2.0	157.25	142.0	3.0	7.35	For recording action potential (AP) firing and voltage-dependent currents, a K gluconate-based internal solution was used, containing the following (in mm): 17.5 KCl, 122.5 K gluconate, 9 NaCl, 1 MgCl2, 10 HEPES, 0.2 EGTA, 3 MgATP, and 0.3 GTP-Tris.	3.0	4.0		9.0	28.5	17.5		1061.0	-61.0	-26.0	61.0	1.8		21.0	4.2															109.0													
266	Noradrenergic excitation of a subpopulation of GABAergic cells in the basolateral amygdala via both activation of nonselective cationic conductance and suppression of resting K+ conductance: a study using glutamate decarboxylase 67-green fluorescent protein knock-in mice.	18950687	2008	Yanagawa Y	30833	26660.0	Amygdala basolateral nucleus pyramidal neuron		Cortical subplate	True	Mice	C57BL, Mouse, Transgenic	Patch-clamp	in vitro	Corrected		31.0	48.4974226119			The normal recording ACSF was composed of (in mM): 125 NaCl, 2.5 KCl, 26 NaHCO3, 1.25 NaH2PO4, 2.5 CaCl2, 1.2 MgCl2, and 10 glucose, bubbled continuously with a mixture of 95% O2–5% CO2, making the final pH 7.4.	4.0	1.2	2.5	152.25	134.9	2.5	7.4	Most recordings were performed with a K-based pipette solution containing (in mM): 125 K-methanesulfonate, 7 KCl, 5 NaCl, 10 Hepes, 5 Mg-ATP, 0.3 GTP, and 0.5 EGTA, pH adjusted to 7.3 with KOH.	3.0	5.0		5.0	12.0	132.0	7.3	63.0	-70.0	-35.5			31.0		1.06																												
205	NMDA receptor gating of information flow through the striatum in vivo.	19074011	2008	Murer MG	60501	12811.0	Neostriatum medium spiny neuron		Striatum	True	Rats	Sprague-Dawley	Sharp	in vivo	Unreported			40.0			The composition of aCSF was (in mm): 147 NaCl, 3 KCl, 0.8 MgCl, 1.2 CaCl2, 2.0 NaH2PO4, 2.0 Na2HPO4; osmolarity: 290–300 mOsm/L; pH 7.4 (West et al., 2002).	0.0	0.8	1.2	153.0	153.2	3.0	7.4									47.4	-87.5	-51.0	47.7																																
569	Dissociation of dorsal root ganglion neurons induces hyperexcitability that is maintained by increased responsiveness to cAMP and cGMP.	17021029	2007	Song XJ	34069	420.0	Dorsal root ganglion cell	small dorsal root ganglion		False	Rats	Sprague-Dawley																									416.0	-55.9	-27.2	62.1			21.4	3.43	43.2	13.6	340.0	2.05																			20.1					
648	Morphological and electrophysiological properties of GABAergic and non-GABAergic cells in the deep cerebellar nuclei.	17093116	2007	Knöpfel T	34073	425.0	Cerebellar nucleus cell	Deep Cerebellar Nucleus non-GABAergic small neuron	Cerebellum	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		23.5	16.7332005307			(ACSF)] containing (in mM): NaCl, 124; KCl, 3; KH2PO4, 1.2; MgSO4, 1.9; glucose, 20; NaHCO3, 26; and CaCl2, 2, and gassed with 95% O2-5% CO2.	5.0	1.9	2.0	150.0	131.0	4.2		T). Borosilicate glass-patch electrodes (2-mm OD, 4-7 MΩ) were filled with intracellular solution containing (in mM) K-gluconate, 140; NaCl, 10; HEPES, 10; EGTA, 0.2; Mg-ATP, 4; Na-GTP, 0.4; glutathione, 5; and biocytin, 8, pH adjusted to 7.3 with KOH (280 mOsm). 	5.0	4.0		10.4	10.0	140.0	7.3	572.0		-33.1		1.15	36.8			69.2						11.1	27.1		28.5				11.7							4.6			31.0				
649	Morphological and electrophysiological properties of GABAergic and non-GABAergic cells in the deep cerebellar nuclei.	17093116	2007	Knöpfel T	34073	425.0	Cerebellar nucleus cell	Deep Cerebellar Nucleus non-GABAergic large neuron 	Cerebellum	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		23.5	16.7332005307			(ACSF)] containing (in mM): NaCl, 124; KCl, 3; KH2PO4, 1.2; MgSO4, 1.9; glucose, 20; NaHCO3, 26; and CaCl2, 2, and gassed with 95% O2-5% CO2.	5.0	1.9	2.0	150.0	131.0	4.2		T). Borosilicate glass-patch electrodes (2-mm OD, 4-7 MΩ) were filled with intracellular solution containing (in mM) K-gluconate, 140; NaCl, 10; HEPES, 10; EGTA, 0.2; Mg-ATP, 4; Na-GTP, 0.4; glutathione, 5; and biocytin, 8, pH adjusted to 7.3 with KOH (280 mOsm). 	5.0	4.0		10.4	10.0	140.0	7.3	220.0		-35.5		0.74	33.1			141.7						9.1	10.0		30.6				9.5							4.05			19.19				
650	Morphological and electrophysiological properties of GABAergic and non-GABAergic cells in the deep cerebellar nuclei.	17093116	2007	Knöpfel T	34073	425.0	Cerebellar nucleus cell	Deep Cerebellar Nucleus GABAergic GAD67-expressingsmall neuron	Cerebellum	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		23.5	16.7332005307			(ACSF)] containing (in mM): NaCl, 124; KCl, 3; KH2PO4, 1.2; MgSO4, 1.9; glucose, 20; NaHCO3, 26; and CaCl2, 2, and gassed with 95% O2-5% CO2.	5.0	1.9	2.0	150.0	131.0	4.2		T). Borosilicate glass-patch electrodes (2-mm OD, 4-7 MΩ) were filled with intracellular solution containing (in mM) K-gluconate, 140; NaCl, 10; HEPES, 10; EGTA, 0.2; Mg-ATP, 4; Na-GTP, 0.4; glutathione, 5; and biocytin, 8, pH adjusted to 7.3 with KOH (280 mOsm). 	5.0	4.0		10.4	10.0	140.0	7.3	1000.0		-38.6		1.52	55.7			55.9							21.0		9.9				14.7										34.7				
584	Electrophysiological differences between neurogliaform cells from monkey and rat prefrontal cortex.	17122314	2007	Krimer LS	34060	407.0	Neocortex uncharacterized cell	prefrontal cortex neurogliaform Inhibitory Neuron	Isocortex	True	Macaca mulatta	Wistar	Patch-clamp	in vitro	Not corrected		31.5	86.9482604771	450.0		(in mM): 126 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 24 NaHCO3, and 10 dextrose. ACSF was perfused with 95% O2-5% CO2 gas mixture	5.0	1.0	2.0	151.25	132.5	2.5		Patch electrodes were filled with an internal solution containing (in mM) 114 K-gluconate, 6 KCl, 10 HEPES, 4 ATP-Mg, and 0.3 GTP. pH was adjusted to 7.25 with KOH. Biocytin (0.5%) and Alexa 488 or 568 (0.075%) were added to the solution for later morphological identification of the recorded neurons	5.0				6.0	120.0	7.25	370.0	-67.0	-41.0	58.0	0.63	11.0	19.0					24.0		0.47			50.0				59.0		184.0			95.0	0.28	0.54								
585	Electrophysiological differences between neurogliaform cells from monkey and rat prefrontal cortex.	17122314	2007	Krimer LS	34060	407.0	Neocortex uncharacterized cell	prefrontal cortex neurogliaform Inhibitory Neuron	Isocortex	True	Rats	Wistar	Patch-clamp	in vitro	Not corrected		31.5	86.9482604771	450.0		(in mM): 126 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 24 NaHCO3, and 10 dextrose. ACSF was perfused with 95% O2-5% CO2 gas mixture	5.0	1.0	2.0	151.25	132.5	2.5		Patch electrodes were filled with an internal solution containing (in mM) 114 K-gluconate, 6 KCl, 10 HEPES, 4 ATP-Mg, and 0.3 GTP. pH was adjusted to 7.25 with KOH. Biocytin (0.5%) and Alexa 488 or 568 (0.075%) were added to the solution for later morphological identification of the recorded neurons	5.0				6.0	120.0	7.25	238.0	-66.0	-35.0	60.0	0.67	10.0	25.0					17.0		0.69			26.0				209.0		180.0			93.0	0.29	0.57								
372	Opposing inward and outward conductances regulate rebound discharges in olfactory mitral cells.	17151219	2007	Strowbridge BW	10777		Olfactory bulb (main) mitral cell		Olfactory areas	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Unreported		30.0	17.1464281995																				-64.3																																		
445	Calcium permeable AMPA receptors and autoreceptors in external tufted cells of rat olfactory bulb.	17156930	2007	Lowe G	31115		Olfactory bulb (main) external tufted cell		Olfactory areas	True	Rats		Patch-clamp	in vitro	Unreported		23.0	29.6984848098			) followed by transcardial perfusion of ice-cold, oxygenated sucrose slicing solution (mM): 240 sucrose, 2.5 KCl, 10 Na–Hepes, 10 glucose, 1 CaCl2, 4 MgCl2, 0.2 ascorbic acid, pH 7.2.	3.0	4.0	1.0	10.0	12.5	2.5	7.2	The number of animals used was minimized, and pain was alleviated with anesthetics.ElectrophysiologyWhole-cell recording pipettes (4–8 MΩ) were filled either with a potassium methylsulfate internal solution (mM): 122 K-CH3SO4, 5 KCl, 26 K-Hepes, 2 Mg-ATP, 0.3 Na-GTP, 1 MgCl2, 4 Na2-phosphocreatine, 6.5 biocytin HCl (pH 7.2); or a Cs-methanesulfonate based solution (mM): 130 CsMeSO3, 5 NaCl, 24 Na-Hepes, 0.2 K-EGTA, 2 Mg-ATP, 0.3 Na-GTP, 1 MgCl2, 4 Na2-phosphocreatine, 6.5 biocytin (pH 7.2).	4.0	6.0		61.6	21.2	153.2	7.2	185.0																																			
90	Hyperexcitability of distal dendrites in hippocampal pyramidal cells after chronic partial deafferentation.	17202472	2007	Tang CM	4321	2248.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	True	Rats		Patch-clamp	cell culture	Unreported		22.0	5.9160797831			The extracellular saline contained (in mm) 145 NaCl, 3 KCl, 10 HEPES, 2 CaCl2, 1 MgCl2, 10 glucose, 0.1 glycine, and 0.25–0.5 Trolox, (to reduce photooxidative damage) adjusted to pH 7.4.	4.0	1.0	2.0	145.0	154.0	3.0	7.4	Pipettes contained (in mm) 135 K-methanesulfate, 10 HEPES, 10 NaCl, 1 MgCl2, 0.1 K4BAPTA, 0.01 CaCl2, 2 Mg2+-ATP, and phosphocreatine 10, adjusted to pH 7.3 with KOH.	4.0	1.0	0.01	30.0	12.02	135.4	7.3	111.0		-37.9	82.6																	313.9															
683	Networks of parvalbumin-positive interneurons in the basolateral amygdala.	17234587	2007	Sah P	36225	2244.0	Other	Basolateral Amygdala Parvalbumin-Positive Accommodating Interneurons		True	Mice	BALB C, Other	Patch-clamp	in vitro	Unreported		34.0	20.0			After halothane anesthesia, animals were decapitated, and the brain was rapidly removed and placed in ice-cold, oxygenated artificial CSF containing the following (in mm): 118 NaCl, 2.5 KCl, 2.5 NaHCO3, 10 glucose, 1.3 MgCl2, 2.5 CaCl2, and 1.2 NaH2PO4.	5.0	1.3	2.5	121.7	128.1	2.5		Recording pipettes (3–5 MΩ) fabricated from borosilicate glass were filled with a solution containing the following (in mm): 135 KMeSO4, 8 NaCl, 10 HEPES, 2 Mg2ATP, 0.3 Na3GTP, 0.1 spermine, 7 phosphocreatine, and 0.3 EGTA.	5.0	2.0		22.9	8.0	135.0		218.1		-32.9		0.61	23.0															46.6															
684	Networks of parvalbumin-positive interneurons in the basolateral amygdala.	17234587	2007	Sah P	36225	2244.0	Other	Basolateral Amygdala Parvalbumin-Positive Fast Spiking Interneurons		True	Mice	BALB C, Other	Patch-clamp	in vitro	Unreported		34.0	20.0			After halothane anesthesia, animals were decapitated, and the brain was rapidly removed and placed in ice-cold, oxygenated artificial CSF containing the following (in mm): 118 NaCl, 2.5 KCl, 2.5 NaHCO3, 10 glucose, 1.3 MgCl2, 2.5 CaCl2, and 1.2 NaH2PO4.	5.0	1.3	2.5	121.7	128.1	2.5		Recording pipettes (3–5 MΩ) fabricated from borosilicate glass were filled with a solution containing the following (in mm): 135 KMeSO4, 8 NaCl, 10 HEPES, 2 Mg2ATP, 0.3 Na3GTP, 0.1 spermine, 7 phosphocreatine, and 0.3 EGTA.	5.0	2.0		22.9	8.0	135.0		184.4		-34.9		0.47	13.4															11.2															
685	Networks of parvalbumin-positive interneurons in the basolateral amygdala.	17234587	2007	Sah P	36225	2244.0	Other	Basolateral Amygdala Parvalbumin-Positive Stuttering Interneurons		True	Mice	BALB C, Other	Patch-clamp	in vitro	Unreported		34.0	20.0			After halothane anesthesia, animals were decapitated, and the brain was rapidly removed and placed in ice-cold, oxygenated artificial CSF containing the following (in mm): 118 NaCl, 2.5 KCl, 2.5 NaHCO3, 10 glucose, 1.3 MgCl2, 2.5 CaCl2, and 1.2 NaH2PO4.	5.0	1.3	2.5	121.7	128.1	2.5		Recording pipettes (3–5 MΩ) fabricated from borosilicate glass were filled with a solution containing the following (in mm): 135 KMeSO4, 8 NaCl, 10 HEPES, 2 Mg2ATP, 0.3 Na3GTP, 0.1 spermine, 7 phosphocreatine, and 0.3 EGTA.	5.0	2.0		22.9	8.0	135.0		157.2		-32.3		0.49	14.6															116.8															
686	Networks of parvalbumin-positive interneurons in the basolateral amygdala.	17234587	2007	Sah P	36225	2244.0	Other	Basolateral Amygdala Parvalbumin-Positive Delayed Firing Interneurons		True	Mice	BALB C, Other	Patch-clamp	in vitro	Unreported		34.0	20.0			After halothane anesthesia, animals were decapitated, and the brain was rapidly removed and placed in ice-cold, oxygenated artificial CSF containing the following (in mm): 118 NaCl, 2.5 KCl, 2.5 NaHCO3, 10 glucose, 1.3 MgCl2, 2.5 CaCl2, and 1.2 NaH2PO4.	5.0	1.3	2.5	121.7	128.1	2.5		Recording pipettes (3–5 MΩ) fabricated from borosilicate glass were filled with a solution containing the following (in mm): 135 KMeSO4, 8 NaCl, 10 HEPES, 2 Mg2ATP, 0.3 Na3GTP, 0.1 spermine, 7 phosphocreatine, and 0.3 EGTA.	5.0	2.0		22.9	8.0	135.0		172.1		-28.8		0.52	14.2															108.2															
289	Activity of ventral medial thalamic neurons during absence seizures and modulation of cortical paroxysms by the nigrothalamic pathway.	17251435	2007	Charpier S	36217	2239.0	Thalamus relay cell		Thalamus	True	Rats	Wistar	Sharp	in vivo	Unreported			116.189500386	240.0																		22.9	-58.9	-49.3	47.1		12.2		1.18																												
263	Intrinsic membrane properties and synaptic response characteristics of neurons in the rat's external cortex of the inferior colliculus.	17258868	2007	Wu SH	12955	26487.0	Inferior colliculus neuron		Midbrain	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		32.0	9.79795897113			The ACSF consisted of (in mM) 129 NaCl, 3 KCl, 1.2 KH2PO4, 2.4 CaCl2, 1.3 MgSO4, 20 NaHCO3, 3 Hepes, and 10 glucose in de-ionized water saturated with 95% O2–5% CO2.	0.0	1.3	2.4	149.0	136.8	4.2		The glass microelectrodes were filled with an internal solution of the following composition (in mM): 130 K gluconate, 2 MgCl2, 5 KCl, 0.3 GTP, 2 ATP, 0.6 EGTA, 10 Hepes.	4.0	2.0			9.0	5.0		318.2	-59.7		51.6	1.4	18.5	10.7			82.8																										
264	Intrinsic membrane properties and synaptic response characteristics of neurons in the rat's external cortex of the inferior colliculus.	17258868	2007	Wu SH	12955	26487.0	Inferior colliculus neuron		Midbrain	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		32.0	9.79795897113			The ACSF consisted of (in mM) 129 NaCl, 3 KCl, 1.2 KH2PO4, 2.4 CaCl2, 1.3 MgSO4, 20 NaHCO3, 3 Hepes, and 10 glucose in de-ionized water saturated with 95% O2–5% CO2.	0.0	1.3	2.4	149.0	136.8	4.2		The glass microelectrodes were filled with an internal solution of the following composition (in mM): 130 K gluconate, 2 MgCl2, 5 KCl, 0.3 GTP, 2 ATP, 0.6 EGTA, 10 Hepes.	4.0	2.0			9.0	5.0		253.2	-58.2		50.8	1.0	12.1	9.6			75.0																										
265	Intrinsic membrane properties and synaptic response characteristics of neurons in the rat's external cortex of the inferior colliculus.	17258868	2007	Wu SH	12955	26487.0	Inferior colliculus neuron		Midbrain	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		32.0	9.79795897113			The ACSF consisted of (in mM) 129 NaCl, 3 KCl, 1.2 KH2PO4, 2.4 CaCl2, 1.3 MgSO4, 20 NaHCO3, 3 Hepes, and 10 glucose in de-ionized water saturated with 95% O2–5% CO2.	0.0	1.3	2.4	149.0	136.8	4.2		The glass microelectrodes were filled with an internal solution of the following composition (in mM): 130 K gluconate, 2 MgCl2, 5 KCl, 0.3 GTP, 2 ATP, 0.6 EGTA, 10 Hepes.	4.0	2.0			9.0	5.0		275.2	-59.2		48.7	1.1	12.7	11.7			72.2																										
